date,parlay,bookie,sport,selection,bet_type,capper,competition,extra_info,event,live,score,units,odd,free_bet,result,lucro_unidade,lucro_monetario,unidade_vigente
2025-04-23,N,Bet365,Baseball,Chicago White Sox +1.5,Handicap Asiático,Wags,MLB,Regular Season,Minnesota Twins v Chicago White Sox,N,6-3,1.0,2.05,N,L,-1.0,-20.0,20.0
2025-04-23,N,Bet365,Basquete,Stephen Curry - Over 19.5 + Alperen Sengun - Over 19.5,O/U pontos,,NBA,Western Conference - 1st Round,Houston Rockets v Golden State Warriors,N,109-94,2.0,3.0,N,L,-2.0,-40.0,20.0
2025-04-24,N,Bet365,Tenis,1° set - Hamad Medjedovic,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Tomas Martin Etcheverry v Hamad Medjedovic,N,2-1,1.0,1.72,N,L,-1.0,-20.0,20.0
2025-04-24,N,Betano,Tenis,Daniel Altmaier,ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Daniel Altmaier v Nicolas Jarry,N,0-2,1.0,1.72,N,L,-1.0,-20.0,20.0
2025-04-24,N,Betano,Tenis,1° set - Borna Coric,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R128,Matteo Arnaldi v Borna Coric,N,2-1,1.0,2.05,N,W,1.05,21.00,20.0
2025-04-24,N,Betano,Tenis,Donna Vekic,ML,Wags,WTA Tour,Madrid 1000 - R64,Donna Vekic v Hailey Baptiste,N,2-0,1.25,1.91,N,W,1.1375,22.75,20.0
2025-04-24,N,Betano,Tenis,Under 22.5,O/U games,Wags,ATP Tour,Madrid 1000 - R128,Quentin Halys v Luciano Darderi,N,2-0,1.5,2.0,N,W,1.5,30.0,20.0
2025-04-24,N,Superbet,Tenis,Over 21.5,O/U games,Wags,ATP Tour,Madrid 1000 - R128,Martin Landaluce v Cameron Norrie,N,1-2,1.25,1.92,N,W,1.15,23.0,20.0
2025-04-24,N,Betano,Tenis,Learner Tien,ML,Wags,ATP Tour,Madrid 1000 - R128,Learner Tien v Marcos Giron,N,1-2,1.0,2.27,N,L,-1.0,-20.0,20.0
2025-04-24,N,Superbet,Tenis,Beatriz Haddad Maia + João Fonseca,ML,,ATP Tour,Madrid 1000 - R64 + R128,Haddad Maia v Pera + Fonseca v Moeller,N,2-1 + 2-0,1.0,4.0,N,W,3.0,60.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Arthur Rinderknech,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Arthur Rinderknech v Casper Ruud,N,0-2,0.5,5.0,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Federico Cina,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Sebastian Korda v Federico Cina,N,2-1,0.5,4.0,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Laslo Djere,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Daniil Medvedev v Laslo Djere,N,W.O,1.0,2.37,N,R,0.0,0.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Christopher O'Connell,Set ML,Sam Culmer,ATP Tour,Madrid 1000 - R64,Taylor Fritz v Christopher O'Connell,N,2-0,0.5,3.4,N,L,-0.5,-10.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Over 10.5,O/U games,Sam Culmer,ATP Tour,Madrid 1000 - R64,Taylor Fritz v Christopher O'Connell,N,2-0,1.0,2.75,N,L,-1.0,-20.0,20.0
2025-04-25,N,Bet365,Tenis,1° set - Veronika Kudermetova,O/U games,Sam Culmer,WTA Tour,Madrid 1000 - R64,Paula Badosa v Veronika Kudermetova,N,W.O,1.0,2.12,N,R,0.0,0.0,20.0
2025-04-25,N,Betano,Tenis,Peyton Stearns +4.5,Handicap games,Wags,WTA Tour,Madrid 1000 - R64,Peyton Stearns v Amanda Anisimova,N,2-1,1.25,1.85,N,W,1.0625,21.25,20.0
2025-04-25,N,Betano,Tenis,Peyton Stearns,ML,Wags,WTA Tour,Madrid 1000 - R64,Peyton Stearns v Amanda Anisimova,N,2-1,0.25,3.5,N,W,0.625,12.5,20.0
2025-04-25,N,Betano,Tenis,Emma Raducanu,ML,Wags,WTA Tour,Madrid 1000 - R64,Emma Raducanu v Marta Kostyuk,N,1-2,1.5,1.9,N,L,-1.5,-30.0,20.0
2025-04-25,N,Betano,Tenis,Nuno Borges +3.5,Handicap games,Wags,ATP Tour,Madrid 1000 - R64,Nuno Borges v Alejandro Davidovich Fokina,N,,1.5,1.91,N,Em Aberto,0.0,0.0,20.0
2025-04-25,N,Novibet,Tenis,Nuno Borges,ML,Wags,ATP Tour,Madrid 1000 - R64,Nuno Borges v Alejandro Davidovich Fokina,N,,0.5,2.95,N,Em Aberto,0.0,0.0,20.0
